,0
0,0.05056284166662954
1,-0.02025576633331366
2,0.0015500000000000002
3,-0.0032
4,0.0011
5,-0.0034500000000000004
6,-0.00135
7,-0.0019500000000000001
8,0.0032
9,-0.00045000000000000004
10,0.00030000000000000003
11,-0.00175
12,-0.00095
13,0.0027500000000000003
14,0.0022500000000000003
15,-0.00125
16,0.0009000000000000001
17,0.00185
18,0.0032
19,0.0
20,0.00175
21,0.0057
22,-0.0001
23,0.0027500000000000003
24,-0.0022
25,0.0103
26,-0.0036000000000000003
27,-0.0021000000000000003
28,-0.01745
29,-0.0021000000000000003
30,0.0017000000000000001
31,-0.00255
32,0.00415
33,0.007500000000000001
34,-0.0009000000000000001
35,0.0022
36,0.0037500000000000003
37,-0.0019500000000000001
38,0.0077
39,0.00125
40,-0.00725
41,-0.0076
42,-0.00175
43,-0.00415
44,-0.00245
45,-0.0034500000000000004
46,0.00625
47,-0.0015500000000000002
48,0.0071
49,-0.0032500000000000003
50,-0.0032500000000000003
51,-0.0004
52,-0.0064
53,0.0019
54,-0.00075
55,0.0055000000000000005
56,-0.0026000000000000003
57,0.0444063000000082
58,0.22704704999998213
59,0.38050139999999666
60,0.0744097583333496
61,0.5116182750000153
