,0
0,1909757.2608709098
1,1929835.2286542428
2,1947301.570794243
3,1964585.8845742429
4,1962611.321374243
5,1962563.591374243
6,1962552.7613742428
7,1962506.201374243
8,1962456.7613742428
9,1962462.5113742428
10,1962360.911374243
11,1962428.0613742429
12,1962434.891374243
13,1962432.821374243
14,1962444.2813742429
15,1962453.131374243
16,1962404.911374243
17,1962390.7513742428
18,1962408.101374243
19,1962453.211374243
20,1962359.951374243
21,1962340.731374243
22,1962401.5113742428
23,1962549.341374243
24,1962470.5113742428
25,1962424.601374243
26,1962569.0613742429
27,1962540.891374243
28,1962459.571374243
29,1962470.911374243
30,1962472.821374243
31,1962399.211374243
32,1962422.681374243
33,1962435.971374243
34,1962434.451374243
35,1962403.0513742429
36,1962386.611374243
37,1962343.091374243
38,1962350.731374243
39,1962379.911374243
40,1962465.231374243
41,1962532.5013742428
42,1962470.221374243
43,1962492.351374243
44,1962497.731374243
45,1962477.2913742429
46,1962428.5513742429
47,1962488.0313742429
48,1962518.7513742428
49,1962569.111374243
50,1962553.941374243
51,1962547.2513742428
52,1960711.0013742428
53,1962547.368374243
54,1961683.5753742426
55,1942097.2833742425
56,1932681.7993742423
57,1955818.2403742424
58,1940232.5113742421
59,1943860.1953742423
60,1957315.4483742425
61,1924827.1363742424
62,1948459.4413742425
