,0
0,15.544812303000038
1,-0.22775727599998938
2,-0.002262000000011176
3,0.007176000000024215
4,-0.006083999999985099
5,-0.007644000000040978
6,0.006981000000005589
7,-0.007487999999988825
8,0.0016770000000018628
9,0.004602000000001863
10,0.010997999999998138
11,-0.014585999999986962
12,0.004133999999985099
13,-0.0008580000000074506
14,-0.0008189999999944121
15,0.002808000000007451
16,-0.011895000000018627
17,0.007097999999998138
18,0.009789000000013039
19,-0.002027999999979511
20,-0.0029640000000130387
21,-0.0016770000000018628
22,3.900000001303852e-05
23,-0.0019500000000000001
24,-0.001793999999994412
25,0.006785999999986962
26,0.0025350000000093132
27,-0.005226000000024215
28,0.0031200000000186265
29,-0.006395999999996275
30,-0.0014430000000167638
31,-0.010958999999985099
32,0.004367999999970198
33,-0.0010724999999627471
34,-0.00033149999999441206
35,-0.004758000000007451
36,0.007254000000003725
37,2.0849232600000223
38,-0.5190330000000075
39,-0.231383367000008
40,0.001425
41,-0.0078000000000000005
42,5.118753246000037
43,-0.22712938299998642
44,0.0069930000000167645
45,-0.009212999999988824
46,0.04628699999996461
47,0.004107000000029802
48,-0.00854700000002049
49,-0.003329999999981374
50,-0.0009990000000223518
51,0.0045510000000242145
52,0.005106000000005588
53,-0.005217000000039116
54,0.001887000000011176
55,0.009212999999988824
56,0.00643800000003539
57,0.011210999999986962
58,-0.00854700000002049
59,-0.017315999999968336
60,0.011321999999973924
61,-0.0035520000000018627
