,0
0,2537667.5346804266
1,2533995.7174988575
2,2522749.258490654
3,2520405.372033649
4,2512903.6634626854
5,2498514.3876065663
6,2535150.9871540917
7,2540595.9910798734
8,2545358.6888923733
9,2537972.543911905
10,2522782.542652139
11,2553713.2939639874
12,2530864.7920987536
13,2536312.773732868
14,2544364.4984431546
15,2556959.653641722
16,2594591.7873461493
17,2627553.1586449775
18,2585390.7249405505
19,2629524.185324665
20,2641490.543895629
21,2669827.489813597
22,2692529.4425284406
23,2712922.2468773993
24,2715446.6793611236
25,2661638.435965941
26,2629804.182414509
27,2638648.2919392483
28,2680218.38094641
29,2705022.276903441
30,2665487.928205524
31,2636514.9130850816
32,2643674.379211384
33,2649862.098091592
34,2668834.1688500554
35,2641434.643163207
36,2648864.7519783108
37,2643119.1181306546
38,2642429.117873493
39,2675053.817368936
40,2691944.973983519
41,2697549.8472908107
42,2708759.4464281807
43,2703223.0753604723
44,2720105.571909951
45,2730782.132964639
46,2734837.245731566
47,2726425.733016722
48,2721312.826916462
49,2762289.9527823473
50,2743695.4680850813
51,2703299.1980362535
52,2647313.4890421126
53,2719999.664637816
54,2740632.737840941
55,2744341.145845499
56,2759788.039706175
57,2773317.766913207
58,2725412.829592243
59,2717771.400467894
60,2731931.839862426
61,2745103.641509561
62,2752400.030685993
