,0
0,2311623.8659237586
1,2312909.6575904265
2,2318125.646923759
3,2322182.269257093
4,2325738.8102570926
5,2327959.0815904257
6,2333228.8709237594
7,2329400.0835904265
8,2322177.482590426
9,2319614.760590426
10,2320718.635590426
11,2336255.381257093
12,2338051.2189237596
13,2318532.6184437596
14,2315886.951260426
15,2303603.432017093
16,2247085.17829376
17,2274734.1289837593
18,2236270.7170937597
19,2238836.3712004265
20,2275111.1566570927
21,2281352.7149870936
22,2323734.33085376
23,2340078.0787737593
24,2355688.680187093
25,2339679.9284837595
26,2340344.861347093
27,2333882.984680427
28,2339004.9646804263
29,2350020.851347093
30,2362109.2646804266
31,2354684.5846804264
32,2356744.6013470925
33,2354812.5446804264
34,2349389.9546804265
35,2382111.501347093
36,2338730.021347093
37,2308189.4446804263
38,2363249.3180137603
39,2355579.8880137596
40,2368640.7380137597
41,2343441.64801376
42,2382531.77801376
43,2414596.4746804265
44,2410102.4113470935
45,2456694.75801376
46,2474166.841347093
47,2507144.604680427
48,2519340.284680427
49,2497542.9613470933
50,2513731.631347093
51,2494877.0346804266
52,2467997.291347093
53,2459724.441347093
54,2432060.0246804273
55,2438510.95801376
56,2462279.28801376
57,2501924.051347093
58,2502534.5346804266
59,2503559.4646804263
60,2490468.4846804263
61,2504088.444680427
62,2537667.5346804266
