,0
0,2693180.2053567544
1,2682928.7166367546
2,2680241.0231967545
3,2680241.4931967547
4,2680241.1331967544
5,2680243.4131967546
6,2680243.3531967546
7,2680242.5931967543
8,2680243.3531967546
9,2680245.5931967543
10,2680240.1731967544
11,2680239.3631967544
12,2680239.8931967546
13,2680241.7131967545
14,2680237.2431967547
15,2680238.5731967543
16,2680241.1531967544
17,2680239.7931967545
18,2680242.7931967545
19,2680244.6131967544
20,2680244.9631967545
21,2680243.0531967543
22,2680246.4931967547
23,2680246.8831967544
24,2680245.9231967544
25,2680246.1631967546
26,2677491.4945300873
27,2677192.4959934205
28,2677192.4959934205
29,2677192.4959934205
30,2677192.4959934205
31,2677192.4959934205
32,2677192.4959934205
33,2677192.4959934205
34,2677192.4959934205
35,2677192.4959934205
36,2677192.4959934205
37,2677192.4959934205
38,2677192.4959934205
39,2677192.4959934205
40,2677192.4959934205
41,2677192.4959934205
42,2677192.4959934205
43,2677192.4959934205
44,2677192.4959934205
45,2677192.4959934205
46,2677192.4959934205
47,2677192.4959934205
48,2669888.7499934207
49,2665908.6779934205
50,2673269.117993421
51,2648040.3419934213
52,2641923.1339934207
53,2684968.4259934206
54,2691445.163326754
55,2689408.891326755
56,2689408.891326755
57,2689408.891326755
58,2689408.891326755
59,2689408.891326755
60,2689408.891326755
61,2689408.891326755
62,2689408.891326755
