,0
0,1597282.8702075763
1,1607457.7054609093
2,1622923.2863542428
3,1618697.5222042429
4,1625163.6748475763
5,1624734.9992309094
6,1641024.1721775762
7,1646236.3516109092
8,1662680.8151009097
9,1671318.8354475764
10,1680240.1940475763
11,1669693.453987576
12,1677740.3950475762
13,1681197.8812675762
14,1679771.2181009098
15,1683617.4590609097
16,1757613.8765175764
17,1741303.159184243
18,1742603.1291509094
19,1752299.1421909095
20,1736534.5335142429
21,1728642.9362875763
22,1735487.564137576
23,1737064.858414243
24,1738235.5386209092
25,1750131.6669875763
26,1760679.9294775762
27,1744845.0211109093
28,1725773.0603075763
29,1733949.4688909096
30,1734767.0317042428
31,1742735.6486075765
32,1705983.923647576
33,1726271.0146909098
34,1722394.5287242427
35,1730777.7789209096
36,1739168.5810209094
37,1742996.9996675765
38,1738615.4873542427
39,1735590.5798609091
40,1756249.9835775762
41,1752917.2041609099
42,1784727.8481609095
43,1789106.1314309095
44,1788606.508844243
45,1772366.2335309095
46,1770446.0320109096
47,1792387.825204243
48,1801771.9033709096
49,1805544.1059209094
50,1803553.1732775762
51,1844061.1890642429
52,1823892.7178575764
53,1832837.3717642429
54,1855934.5325409097
55,1859952.0225542428
56,1870622.1336375761
57,1890024.7919742428
58,1898173.8246009096
59,1903224.5105609095
60,1911448.1862675762
61,1919125.323704243
62,1909757.2608709098
