,0
0,-2.6032048719999845
1,-0.2687693440000061
2,4.70000000204891e-05
3,-3.600000003352761e-05
4,0.00022800000002607705
5,-6.000000005587936e-06
6,-7.600000002421439e-05
7,7.600000002421439e-05
8,0.00022399999997578562
9,-0.0005419999999925494
10,-8.100000000558794e-05
11,5.3000000026077035e-05
12,0.0001819999999832362
13,-0.000446999999973923
14,0.00013299999996088446
15,0.00025800000000745057
16,-0.0001359999999869615
17,0.00030000000000000003
18,0.0001819999999832362
19,3.5000000009313226e-05
20,-0.00019100000001490117
21,0.0003440000000409782
22,3.899999996647239e-05
23,-9.599999999627471e-05
24,2.4000000022351743e-05
25,-0.2754668666667305
26,-0.029899853666685523
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,-0.730374599999981
48,-0.39800720000001605
49,0.736044000000041
50,-2.5228775999999606
51,-0.6117208000000567
52,4.30452919999999
53,0.647673733333312
54,-0.20362719999989495
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
